adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,reservation_status,faixa_preco
2,0.0,1,3,BB,0,B,160,2017,March,30,Online TA,0,0,0,90.46,2,Canceled,Padrão
3,0.0,1,3,BB,0,D,63,2017,March,30,Online TA,0,0,0,148.15,0,Canceled,Luxo
0,2.0,1,3,BB,0,B,160,2017,March,30,Online TA,0,0,0,90.46,2,Canceled,Padrão
2,0.0,1,3,BB,0,A,60,2017,March,30,Online TA,0,0,0,104.4,0,Canceled,Premium
2,0.0,2,3,SC,0,A,70,2017,March,30,Online TA,0,0,0,89.32,0,Canceled,Padrão
2,0.0,1,3,SC,0,A,63,2017,March,30,Online TA,0,0,0,86.9,0,Canceled,Padrão
2,0.0,1,3,SC,0,A,55,2017,March,30,Online TA,0,0,0,91.15,1,Canceled,Padrão
2,0.0,0,1,HB,0,D,25,2017,March,31,Online TA,0,0,0,166.0,0,Canceled,Luxo
2,0.0,0,2,BB,0,A,80,2017,March,31,Offline TA/TO,0,0,0,90.0,0,Canceled,Padrão
2,1.0,0,1,BB,0,A,56,2017,March,31,Online TA,0,0,0,124.2,0,Canceled,Premium
2,0.0,0,2,SC,0,A,44,2017,March,31,Online TA,0,0,0,93.6,2,Canceled,Padrão
2,0.0,0,2,BB,0,A,111,2017,March,31,Online TA,0,0,0,107.1,0,Canceled,Premium
2,0.0,0,2,SC,0,A,56,2017,March,31,Online TA,0,0,0,93.6,0,Canceled,Padrão
2,0.0,0,2,BB,0,A,114,2017,March,31,Online TA,0,0,0,107.1,1,Canceled,Premium
2,0.0,0,2,SC,0,A,67,2017,March,31,Online TA,0,0,0,89.1,0,Canceled,Padrão
3,0.0,0,2,HB,0,E,98,2017,March,31,Online TA,0,0,0,174.6,2,Canceled,Luxo
2,0.0,0,2,BB,0,A,108,2017,March,31,Offline TA/TO,0,0,0,90.0,0,Canceled,Padrão
2,0.0,0,2,SC,0,A,66,2017,March,31,Online TA,0,0,0,89.1,0,Canceled,Padrão
2,0.0,1,2,BB,0,A,72,2017,March,31,Online TA,0,0,0,110.4,1,Canceled,Premium
2,0.0,1,2,SC,0,A,74,2017,March,31,Online TA,0,0,0,92.4,1,Canceled,Padrão
2,1.0,1,2,BB,0,A,161,2017,March,31,Online TA,0,0,0,127.2,0,Canceled,Premium
2,0.0,1,2,SC,0,A,161,2017,March,31,Online TA,0,0,0,92.4,0,Canceled,Padrão
1,0.0,1,2,BB,0,A,63,2017,March,31,Online TA,0,0,0,101.4,2,Canceled,Premium
2,0.0,1,2,HB,0,A,205,2017,March,31,Online TA,0,0,0,143.4,1,Canceled,Luxo
2,2.0,1,2,BB,0,F,62,2017,March,31,Online TA,0,0,0,212.67,0,Canceled,Luxo
3,0.0,1,2,BB,0,D,123,2017,March,31,Online TA,0,0,0,158.4,1,Canceled,Luxo
3,0.0,1,2,BB,0,D,161,2017,March,31,Online TA,0,0,0,157.2,0,Canceled,Luxo
2,0.0,2,2,SC,0,A,187,2017,March,31,Online TA,0,0,0,72.42,1,Canceled,Econômica
2,0.0,2,2,BB,0,A,105,2017,March,31,Online TA,0,0,0,110.7,1,Canceled,Premium
2,0.0,2,2,SC,0,A,120,2017,March,31,Online TA,0,0,0,92.95,0,Canceled,Padrão
2,0.0,2,2,BB,0,A,241,2017,March,31,Online TA,0,0,0,103.6,0,Canceled,Premium
2,0.0,2,2,BB,0,A,241,2017,March,31,Online TA,0,0,0,99.45,0,Canceled,Premium
2,0.0,2,2,BB,0,A,125,2017,March,31,Direct,0,0,0,91.44,1,Canceled,Padrão
1,0.0,2,2,BB,0,A,241,2017,March,31,Online TA,0,0,0,103.6,0,Canceled,Premium
2,0.0,2,3,BB,0,A,55,2017,March,31,Offline TA/TO,0,0,0,82.42,1,Canceled,Padrão
1,0.0,2,4,BB,0,D,41,2017,March,31,Online TA,0,0,0,138.13,0,Canceled,Luxo
2,0.0,2,6,SC,0,A,95,2017,March,31,Online TA,0,0,0,95.98,0,Canceled,Padrão
1,2.0,2,6,BB,0,F,39,2017,March,31,Online TA,0,0,0,204.53,0,Canceled,Luxo
2,0.0,0,1,SC,0,A,115,2017,April,1,Online TA,0,0,0,99.0,1,Canceled,Premium
2,0.0,2,1,BB,0,A,162,2017,April,1,Groups,0,0,0,98.0,0,Canceled,Padrão
2,0.0,2,1,BB,0,A,73,2017,April,1,Online TA,0,0,0,117.0,1,Canceled,Premium
2,0.0,2,1,SC,0,A,150,2017,April,1,Online TA,0,0,0,99.0,0,Canceled,Premium
2,0.0,2,1,BB,0,A,162,2017,April,1,Groups,0,0,0,98.0,0,Canceled,Padrão
1,0.0,2,1,BB,0,A,162,2017,April,1,Groups,0,0,0,98.0,0,Canceled,Padrão
2,0.0,2,1,BB,0,A,212,2017,April,1,Groups,0,0,0,98.0,0,Canceled,Padrão
2,0.0,2,1,SC,0,A,149,2017,April,1,Online TA,0,0,0,99.0,0,Canceled,Premium
2,0.0,2,1,SC,0,A,74,2017,April,1,Online TA,0,0,0,99.0,1,Canceled,Premium
2,0.0,2,1,SC,0,A,208,2017,April,1,Online TA,0,0,0,99.0,2,Canceled,Premium
2,0.0,2,1,SC,0,A,30,2017,April,1,Online TA,0,0,0,120.0,0,Canceled,Premium
3,0.0,2,2,BB,0,D,79,2017,April,1,Offline TA/TO,0,0,0,125.1,0,No-Show,Premium
2,0.0,2,2,BB,0,D,77,2017,April,1,Online TA,0,0,0,163.8,0,Canceled,Luxo
2,0.0,2,2,BB,0,A,174,2017,April,1,Online TA,0,0,0,117.0,2,Canceled,Premium
3,0.0,2,2,BB,0,D,77,2017,April,1,Online TA,0,0,0,127.8,0,Canceled,Premium
2,0.0,2,5,HB,0,D,68,2017,April,1,Online TA,0,0,0,162.0,0,Canceled,Luxo
2,2.0,2,4,BB,0,F,9,2017,April,1,Online TA,0,0,0,224.0,0,Canceled,Luxo
3,0.0,2,5,BB,0,D,76,2017,April,1,Online TA,0,0,0,163.8,0,Canceled,Luxo
2,0.0,2,5,BB,0,D,75,2017,April,1,Online TA,0,0,0,126.0,1,Canceled,Premium
2,0.0,1,0,SC,0,A,164,2017,April,2,Online TA,0,0,0,99.0,2,Canceled,Premium
2,0.0,2,0,SC,0,A,44,2017,April,2,Online TA,0,0,0,102.6,0,Canceled,Premium
2,0.0,2,0,SC,0,A,128,2017,April,2,Online TA,0,0,0,99.0,1,Canceled,Premium
2,0.0,2,0,SC,0,A,77,2017,April,2,Online TA,0,0,0,108.0,0,Canceled,Premium
2,0.0,2,1,BB,0,D,27,2017,April,2,Online TA,0,0,0,150.0,0,Canceled,Luxo
2,0.0,2,1,BB,0,A,92,2017,April,2,Online TA,0,0,0,117.0,2,Canceled,Premium
2,0.0,2,1,BB,0,D,44,2017,April,2,Online TA,0,0,0,140.0,0,Canceled,Luxo
2,0.0,2,2,BB,0,D,98,2017,April,2,Online TA,0,0,0,130.5,2,Canceled,Premium
2,0.0,2,2,BB,0,A,54,2017,April,2,Offline TA/TO,0,0,0,68.0,0,Canceled,Econômica
2,0.0,2,2,SC,0,A,111,2017,April,2,Online TA,0,0,0,101.75,0,Canceled,Premium
3,0.0,2,3,BB,0,D,73,2017,April,2,Online TA,0,0,0,162.0,1,Canceled,Luxo
1,0.0,2,5,BB,0,A,72,2017,April,2,Groups,0,0,0,85.0,0,Canceled,Padrão
2,0.0,1,0,BB,0,A,0,2017,April,3,Direct,0,0,0,12.0,0,Canceled,Econômica
2,0.0,1,1,BB,0,A,129,2017,April,3,Groups,0,0,0,100.0,0,Canceled,Premium
1,0.0,1,1,BB,0,A,38,2017,April,3,Groups,0,0,0,6.0,0,Canceled,Econômica
1,0.0,1,1,BB,0,D,0,2017,April,3,Direct,0,0,0,175.0,0,No-Show,Luxo
2,0.0,1,1,BB,0,A,229,2017,April,3,Groups,0,0,0,100.0,0,Canceled,Premium
2,0.0,1,1,SC,0,A,73,2017,April,3,Online TA,0,0,0,99.0,0,Canceled,Premium
3,0.0,1,1,BB,0,D,46,2017,April,3,Online TA,0,0,0,171.0,0,Canceled,Luxo
2,0.0,1,2,BB,0,A,44,2017,April,3,Online TA,0,0,0,130.67,1,Canceled,Premium
2,0.0,1,2,SC,0,A,120,2017,April,3,Online TA,0,0,0,99.0,2,Canceled,Premium
2,0.0,1,2,SC,0,A,89,2017,April,3,Online TA,0,0,0,99.0,1,Canceled,Premium
2,0.0,1,2,SC,0,A,39,2017,April,3,Online TA,0,0,0,120.0,2,Canceled,Premium
2,0.0,1,3,BB,0,A,73,2017,April,3,Groups,0,0,0,105.0,0,Canceled,Premium
2,0.0,1,3,BB,0,A,97,2017,April,3,Direct,0,0,0,99.0,1,Canceled,Premium
2,0.0,1,3,SC,0,A,84,2017,April,3,Online TA,0,0,0,99.0,0,Canceled,Premium
2,0.0,1,3,BB,0,A,97,2017,April,3,Direct,0,0,0,96.25,2,Canceled,Padrão
1,0.0,1,3,BB,0,A,3,2017,April,3,Aviation,0,0,0,103.5,0,Canceled,Premium
2,0.0,1,3,BB,0,A,188,2017,April,3,Online TA,0,0,0,117.0,1,Canceled,Premium
2,0.0,1,3,BB,0,A,57,2017,April,3,Online TA,0,0,0,117.0,0,Canceled,Premium
2,0.0,1,3,SC,0,A,37,2017,April,3,Online TA,0,0,0,120.0,0,Canceled,Premium
1,0.0,1,3,BB,0,D,80,2017,April,3,Online TA,0,0,0,127.8,1,Canceled,Premium
1,0.0,1,3,BB,0,A,3,2017,April,3,Aviation,0,0,0,126.0,0,Canceled,Premium
2,0.0,1,3,BB,0,A,184,2017,April,3,Groups,0,0,0,105.0,0,Canceled,Premium
2,0.0,1,4,BB,0,A,38,2017,April,3,Online TA,0,0,0,140.0,0,Canceled,Luxo
2,0.0,1,4,HB,0,A,55,2017,April,3,Online TA,0,0,0,160.2,0,Canceled,Luxo
2,0.0,1,4,BB,0,A,169,2017,April,3,Online TA,0,0,0,117.0,0,Canceled,Premium
1,0.0,1,4,BB,0,D,54,2017,April,3,Online TA,0,0,0,135.0,0,Canceled,Luxo
3,0.0,1,5,HB,0,D,296,2017,April,3,Online TA,0,0,0,193.5,0,Canceled,Luxo
3,0.0,0,1,BB,0,D,174,2017,April,4,Online TA,0,0,0,149.4,0,Canceled,Luxo
2,0.0,0,2,BB,0,A,112,2017,April,4,Offline TA/TO,0,0,0,95.0,0,Canceled,Padrão
2,0.0,0,2,BB,0,A,137,2017,April,4,Offline TA/TO,0,0,0,95.0,0,Canceled,Padrão
2,0.0,0,2,BB,0,A,112,2017,April,4,Offline TA/TO,0,0,0,95.0,0,Canceled,Padrão
2,0.0,0,2,BB,0,A,61,2017,April,4,Online TA,0,0,0,117.0,0,Canceled,Premium
3,0.0,0,2,BB,0,D,61,2017,April,4,Online TA,0,0,0,162.0,0,Canceled,Luxo
3,0.0,0,3,BB,0,D,63,2017,April,4,Online TA,0,0,0,162.0,0,Canceled,Luxo
2,2.0,0,3,BB,0,F,90,2017,April,4,Online TA,0,0,0,189.0,0,Canceled,Luxo
2,2.0,0,4,BB,0,F,13,2017,April,4,Online TA,0,0,0,224.0,0,Canceled,Luxo
2,2.0,0,4,BB,0,F,90,2017,April,4,Online TA,0,0,0,189.0,0,Canceled,Luxo
2,0.0,0,4,BB,0,A,35,2017,April,4,Online TA,0,0,0,140.0,0,Canceled,Luxo
2,1.0,0,4,BB,0,A,58,2017,April,4,Online TA,0,0,0,135.0,0,Canceled,Luxo
2,0.0,0,5,BB,0,A,127,2017,April,4,Online TA,0,0,0,117.0,0,Canceled,Premium
2,0.0,0,5,SC,0,A,105,2017,April,4,Online TA,0,0,0,99.0,2,Canceled,Premium
2,1.0,0,5,BB,0,E,27,2017,April,4,Direct,0,0,0,175.0,1,Canceled,Luxo
2,1.0,0,5,BB,0,A,127,2017,April,4,Online TA,0,0,0,135.0,0,Canceled,Luxo
2,2.0,0,5,BB,0,F,81,2017,April,4,Online TA,0,0,0,168.0,0,Canceled,Luxo
2,0.0,0,5,BB,0,E,44,2017,April,4,Online TA,0,0,0,169.2,0,Canceled,Luxo
2,0.0,0,5,SC,0,A,59,2017,April,4,Online TA,0,0,0,99.0,0,Canceled,Premium
1,0.0,0,1,SC,0,A,8,2017,April,5,Online TA,0,0,0,114.0,2,No-Show,Premium
1,0.0,0,1,BB,0,D,1,2017,April,5,Offline TA/TO,0,0,0,157.5,0,Canceled,Luxo
2,0.0,0,2,BB,0,A,89,2017,April,5,Online TA,0,0,0,117.0,1,Canceled,Premium
3,0.0,0,2,BB,0,D,98,2017,April,5,Online TA,0,0,0,121.5,3,Canceled,Premium
2,0.0,0,2,BB,0,A,54,2017,April,5,Groups,0,0,0,110.0,0,Canceled,Premium
1,0.0,0,2,BB,0,A,68,2017,April,5,Corporate,0,0,0,100.0,0,Canceled,Premium
2,0.0,0,2,BB,0,E,16,2017,April,5,Online TA,0,0,0,174.0,0,Canceled,Luxo
1,0.0,0,2,BB,0,D,34,2017,April,5,Corporate,0,0,0,95.0,2,Canceled,Padrão
1,0.0,0,2,BB,0,A,79,2017,April,5,Online TA,0,0,0,108.0,0,Canceled,Premium
2,0.0,0,2,SC,0,A,83,2017,April,5,Online TA,0,0,0,99.0,0,Canceled,Premium
3,0.0,0,2,BB,0,D,98,2017,April,5,Online TA,0,0,0,121.5,2,Canceled,Premium
2,0.0,0,2,SC,0,A,30,2017,April,5,Online TA,0,0,0,120.0,2,Canceled,Premium
2,0.0,0,3,SC,0,A,99,2017,April,5,Online TA,0,0,0,99.0,1,Canceled,Premium
1,0.0,0,3,BB,0,A,7,2017,April,5,Groups,0,0,0,6.0,0,Canceled,Econômica
2,0.0,0,4,BB,0,A,68,2017,April,5,Corporate,0,0,0,110.0,0,Canceled,Premium
2,0.0,0,4,BB,0,A,117,2017,April,5,Offline TA/TO,0,0,0,93.5,0,Canceled,Padrão
2,0.0,0,4,BB,0,A,56,2017,April,5,Online TA,0,0,0,126.0,0,Canceled,Premium
1,0.0,0,4,BB,0,A,75,2017,April,5,Groups,0,0,0,85.0,0,Canceled,Padrão
2,0.0,0,4,SC,0,A,54,2017,April,5,Online TA,0,0,0,108.0,0,Canceled,Premium
1,0.0,0,4,BB,0,A,75,2017,April,5,Groups,0,0,0,85.0,0,Canceled,Padrão
2,0.0,0,4,BB,0,A,134,2017,April,5,Offline TA/TO,0,0,0,93.5,0,Canceled,Padrão
3,0.0,0,4,BB,0,D,72,2017,April,5,Online TA,0,0,0,162.0,0,Canceled,Luxo
2,1.0,0,4,BB,0,A,56,2017,April,5,Direct,0,0,0,128.0,0,No-Show,Premium
2,0.0,1,4,BB,0,D,77,2017,April,5,Online TA,0,0,0,126.0,2,Canceled,Premium
2,0.0,2,4,BB,0,D,55,2017,April,5,Online TA,0,0,0,135.0,0,Canceled,Luxo
3,0.0,2,4,BB,0,E,33,2017,April,5,Online TA,0,0,0,220.0,0,Canceled,Luxo
2,0.0,2,5,HB,0,A,95,2017,April,5,Direct,0,0,0,134.25,0,Canceled,Premium
3,0.0,0,1,BB,0,E,10,2017,April,6,Online TA,0,0,0,214.0,0,Canceled,Luxo
2,0.0,0,1,BB,0,E,10,2017,April,6,Online TA,0,0,0,174.0,0,Canceled,Luxo
3,0.0,0,1,BB,0,D,17,2017,April,6,Direct,0,0,0,165.1,0,Canceled,Luxo
2,0.0,0,3,BB,0,A,93,2017,April,6,Offline TA/TO,0,0,0,95.0,0,Canceled,Padrão
1,0.0,0,3,BB,0,A,69,2017,April,6,Corporate,0,0,0,85.0,0,Canceled,Padrão
1,0.0,0,3,BB,0,A,62,2017,April,6,Groups,0,0,0,135.0,0,Canceled,Luxo
1,0.0,0,2,BB,0,A,38,2017,April,6,Online TA,0,0,0,130.0,0,Canceled,Premium
2,0.0,0,3,BB,0,D,76,2017,April,6,Online TA,0,0,0,126.0,0,Canceled,Premium
2,0.0,0,3,BB,0,D,82,2017,April,6,Online TA,0,0,0,127.8,0,Canceled,Premium
2,0.0,0,3,BB,0,A,295,2017,April,6,Online TA,0,0,0,109.8,0,Canceled,Premium
1,0.0,0,3,BB,0,A,93,2017,April,6,Offline TA/TO,0,0,0,85.0,0,Canceled,Padrão
2,0.0,0,3,BB,0,B,231,2017,April,6,Online TA,0,0,0,101.25,0,Canceled,Premium
2,0.0,0,3,BB,0,A,93,2017,April,6,Online TA,0,0,0,117.0,0,Canceled,Premium
2,0.0,0,3,BB,0,A,139,2017,April,6,Offline TA/TO,0,0,0,95.0,0,Canceled,Padrão
2,0.0,0,3,BB,0,A,175,2017,April,6,Online TA,0,0,0,121.33,1,Canceled,Premium
0,2.0,0,3,BB,0,B,230,2017,April,6,Online TA,0,0,0,101.25,0,Canceled,Premium
3,0.0,0,3,BB,0,E,31,2017,April,6,Online TA,0,0,0,220.0,0,Canceled,Luxo
3,0.0,0,3,BB,0,D,55,2017,April,6,Online TA,0,0,0,171.0,0,Canceled,Luxo
2,0.0,0,3,BB,0,A,178,2017,April,6,Online TA,0,0,0,117.0,0,Canceled,Premium
2,0.0,0,3,BB,0,A,122,2017,April,6,Online TA,0,0,0,117.0,1,Canceled,Premium
1,0.0,0,3,BB,0,A,139,2017,April,6,Offline TA/TO,0,0,0,85.0,0,Canceled,Padrão
1,0.0,0,3,BB,0,A,90,2017,April,6,Corporate,0,0,0,85.0,0,Canceled,Padrão
1,0.0,0,3,BB,0,A,66,2017,April,6,Groups,0,0,0,135.0,0,Canceled,Luxo
2,0.0,1,3,BB,0,D,60,2017,April,6,Online TA,0,0,0,126.0,0,Canceled,Premium
2,0.0,1,3,BB,0,A,150,2017,April,6,Online TA,0,0,0,117.0,1,Canceled,Premium
2,0.0,2,3,BB,0,A,190,2017,April,6,Online TA,0,0,0,88.4,0,Canceled,Padrão
2,0.0,2,3,BB,0,A,191,2017,April,6,Online TA,0,0,0,88.4,0,Canceled,Padrão
2,0.0,2,4,SC,0,A,32,2017,April,6,Online TA,0,0,0,120.0,0,Canceled,Premium
2,0.0,0,1,BB,0,A,26,2017,April,7,Online TA,0,0,0,126.0,0,Canceled,Premium
1,0.0,0,1,BB,0,A,26,2017,April,7,Online TA,0,0,0,117.0,0,Canceled,Premium
2,0.0,0,1,BB,0,A,78,2017,April,7,Online TA,0,0,0,117.0,1,Canceled,Premium
3,0.0,0,1,BB,0,D,78,2017,April,7,Online TA,0,0,0,162.0,1,Canceled,Luxo
3,2.0,0,1,BB,0,G,60,2017,April,7,Online TA,0,0,0,209.84,1,Canceled,Luxo
2,0.0,0,2,BB,0,D,45,2017,April,7,Online TA,0,0,0,135.0,0,Canceled,Luxo
2,0.0,0,2,BB,0,A,152,2017,April,7,Online TA,0,0,0,117.0,2,Canceled,Premium
2,0.0,0,2,SC,0,A,30,2017,April,7,Online TA,0,0,0,115.0,0,Canceled,Premium
1,0.0,0,2,BB,0,A,190,2017,April,7,Online TA,0,0,0,109.8,1,Canceled,Premium
2,0.0,0,2,BB,0,A,118,2017,April,7,Online TA,0,0,0,117.0,1,Canceled,Premium
2,0.0,0,2,SC,0,A,190,2017,April,7,Online TA,0,0,0,99.0,1,Canceled,Premium
2,0.0,0,2,BB,0,A,31,2017,April,7,Online TA,0,0,0,140.0,0,Canceled,Luxo
2,0.0,1,2,BB,0,A,144,2017,April,7,Online TA,0,0,0,117.0,0,Canceled,Premium
2,0.0,1,2,BB,0,B,179,2017,April,7,Online TA,0,0,0,119.68,1,Canceled,Premium
2,0.0,1,2,SC,0,A,92,2017,April,7,Online TA,0,0,0,99.0,0,Canceled,Premium
2,0.0,1,2,BB,0,A,60,2017,April,7,Online TA,0,0,0,126.0,0,Canceled,Premium
2,1.0,1,2,BB,0,A,173,2017,April,7,Online TA,0,0,0,133.2,1,Canceled,Premium
2,0.0,1,2,SC,0,A,31,2017,April,7,Online TA,0,0,0,120.0,0,Canceled,Premium
2,1.0,1,2,BB,0,A,104,2017,April,7,Online TA,0,0,0,135.0,1,Canceled,Luxo
2,0.0,1,2,BB,0,A,92,2017,April,7,Online TA,0,0,0,117.0,0,Canceled,Premium
3,0.0,1,2,BB,0,D,2,2017,April,7,Online TA,0,0,0,171.0,1,Canceled,Luxo
2,0.0,1,2,SC,0,A,25,2017,April,7,Online TA,0,0,0,108.0,0,Canceled,Premium
0,2.0,1,2,BB,0,B,179,2017,April,7,Online TA,0,0,0,110.68,1,Canceled,Premium
2,0.0,1,2,BB,0,A,236,2017,April,7,Online TA,0,0,0,109.8,3,Canceled,Premium
3,0.0,1,2,BB,0,D,48,2017,April,7,Online TA,0,0,0,180.0,1,Canceled,Luxo
2,0.0,1,2,BB,0,D,84,2017,April,7,Online TA,0,0,0,127.8,0,Canceled,Premium
2,0.0,1,2,SC,0,A,133,2017,April,7,Online TA,0,0,0,99.0,0,Canceled,Premium
2,0.0,1,2,BB,0,B,213,2017,April,7,Online TA,0,0,0,103.05,3,Canceled,Premium
0,2.0,1,2,BB,0,B,212,2017,April,7,Online TA,0,0,0,103.05,3,Canceled,Premium
2,1.0,2,5,BB,0,A,105,2017,April,7,Online TA,0,0,0,136.29,1,Canceled,Luxo
2,0.0,2,5,BB,0,A,105,2017,April,7,Online TA,0,0,0,118.29,1,Canceled,Premium
2,0.0,0,1,SC,0,A,8,2017,April,8,Online TA,0,0,0,115.0,1,Canceled,Premium
2,0.0,1,1,HB,0,D,81,2017,April,8,Online TA,0,0,0,162.0,0,Canceled,Luxo
2,0.0,1,1,SC,0,A,124,2017,April,8,Online TA,0,0,0,99.0,1,Canceled,Premium
2,0.0,1,1,BB,0,A,59,2017,April,8,Online TA,0,0,0,133.0,0,Canceled,Premium
2,0.0,1,1,HB,0,A,209,2017,April,8,Online TA,0,0,0,168.0,2,Canceled,Luxo
2,0.0,2,1,BB,0,D,73,2017,April,8,Online TA,0,0,0,126.0,2,Canceled,Premium
1,0.0,2,1,BB,0,A,117,2017,April,8,Online TA,0,0,0,109.8,1,Canceled,Premium
3,0.0,0,1,BB,0,D,69,2017,April,8,Online TA,0,0,0,162.0,0,Canceled,Luxo
2,0.0,2,1,HB,0,D,131,2017,April,8,Online TA,0,0,0,166.5,1,Canceled,Luxo
3,0.0,2,1,BB,0,D,222,2017,April,8,Online TA,0,0,0,145.8,1,Canceled,Luxo
3,0.0,2,1,BB,0,D,99,2017,April,8,Online TA,0,0,0,166.5,0,Canceled,Luxo
2,0.0,2,1,BB,0,A,117,2017,April,8,Online TA,0,0,0,117.0,1,Canceled,Premium
2,0.0,2,1,SC,0,A,109,2017,April,8,Online TA,0,0,0,99.0,0,Canceled,Premium
2,0.0,2,1,BB,0,A,60,2017,April,8,Online TA,0,0,0,126.0,1,Canceled,Premium
2,0.0,2,1,BB,0,D,62,2017,April,8,Online TA,0,0,0,126.0,0,Canceled,Premium
2,1.0,2,1,BB,0,A,59,2017,April,8,Direct,0,0,0,128.0,3,Canceled,Premium
2,0.0,2,1,SC,0,A,154,2017,April,8,Online TA,0,0,0,99.0,2,Canceled,Premium
2,0.0,2,1,SC,0,A,222,2017,April,8,Online TA,0,0,0,99.0,1,Canceled,Premium
2,0.0,2,1,BB,0,A,60,2017,April,8,Online TA,0,0,0,117.0,1,Canceled,Premium
1,1.0,2,1,BB,0,A,60,2017,April,8,Online TA,0,0,0,144.0,1,Canceled,Luxo
2,0.0,2,2,BB,0,A,139,2017,April,8,Online TA,0,0,0,117.0,0,Canceled,Premium
2,0.0,2,2,BB,0,A,63,2017,April,8,Online TA,0,0,0,117.0,0,Canceled,Premium
3,0.0,2,2,BB,0,D,168,2017,April,8,Online TA,0,0,0,166.5,0,Canceled,Luxo
2,0.0,2,2,BB,0,A,157,2017,April,8,Online TA,0,0,0,117.0,0,Canceled,Premium
2,0.0,2,2,BB,0,A,147,2017,April,8,Online TA,0,0,0,117.0,1,Canceled,Premium
2,0.0,2,2,BB,0,A,147,2017,April,8,Online TA,0,0,0,117.0,1,Canceled,Premium
1,0.0,2,2,BB,0,A,147,2017,April,8,Online TA,0,0,0,108.0,1,Canceled,Premium
2,0.0,2,3,BB,0,D,104,2017,April,8,Online TA,0,0,0,130.5,2,Canceled,Premium
3,0.0,2,3,BB,0,D,97,2017,April,8,Online TA,0,0,0,157.25,0,Canceled,Luxo
2,0.0,2,3,SC,0,A,62,2017,April,8,Online TA,0,0,0,99.0,0,Canceled,Premium
3,0.0,2,3,BB,0,D,90,2017,April,8,Online TA,0,0,0,157.25,1,Canceled,Luxo
3,0.0,2,3,HB,0,D,88,2017,April,8,Online TA,0,0,0,220.5,0,Canceled,Luxo
2,0.0,2,3,BB,0,B,217,2017,April,8,Online TA,0,0,0,103.05,2,Canceled,Premium
2,2.0,2,3,BB,0,F,129,2017,April,8,Online TA,0,0,0,168.0,0,Canceled,Luxo
2,0.0,2,3,BB,0,A,147,2017,April,8,Online TA,0,0,0,117.0,1,Canceled,Premium
2,0.0,2,3,BB,0,B,217,2017,April,8,Online TA,0,0,0,103.05,2,Canceled,Premium
2,1.0,2,4,BB,0,A,177,2017,April,8,Online TA,0,0,0,99.07,1,Canceled,Premium
3,0.0,2,5,BB,0,D,90,2017,April,8,Online TA,0,0,0,159.68,1,Canceled,Luxo
2,2.0,2,5,BB,0,F,169,2017,April,8,Online TA,0,0,0,191.57,1,Canceled,Luxo
2,0.0,2,5,HB,0,D,109,2017,April,8,Online TA,0,0,0,169.07,0,Canceled,Luxo
3,0.0,2,5,HB,0,E,79,2017,April,8,Online TA,0,0,0,191.57,2,Canceled,Luxo
2,1.0,2,5,BB,0,D,85,2017,April,8,Online TA,0,0,0,147.87,1,Canceled,Luxo
2,2.0,2,5,BB,0,F,214,2017,April,8,Online TA,0,0,0,189.0,1,Canceled,Luxo
2,0.0,2,6,BB,0,D,111,2017,April,8,Online TA,0,0,0,136.13,0,Canceled,Luxo
2,0.0,2,0,BB,0,A,66,2017,April,9,Groups,0,0,0,100.0,0,Canceled,Premium
2,0.0,2,0,BB,0,A,248,2017,April,9,Groups,0,0,0,80.0,1,Canceled,Padrão
2,0.0,2,0,BB,0,A,248,2017,April,9,Groups,0,0,0,80.0,0,Canceled,Padrão
1,0.0,2,0,BB,0,A,41,2017,April,9,Online TA,0,0,0,130.0,0,Canceled,Premium
2,0.0,2,0,SC,0,A,52,2017,April,9,Online TA,0,0,0,108.0,0,Canceled,Premium
2,0.0,2,0,BB,0,A,28,2017,April,9,Online TA,0,0,0,140.0,0,Canceled,Luxo
2,0.0,2,0,BB,0,A,171,2017,April,9,Online TA,0,0,0,117.0,2,Canceled,Premium
1,0.0,2,0,SC,0,A,171,2017,April,9,Online TA,0,0,0,99.0,0,Canceled,Premium
2,0.0,2,0,SC,0,A,171,2017,April,9,Online TA,0,0,0,99.0,0,Canceled,Premium
1,0.0,2,0,BB,0,A,171,2017,April,9,Online TA,0,0,0,109.8,2,Canceled,Premium
2,0.0,2,0,BB,0,A,30,2017,April,9,Online TA,0,0,0,149.0,0,Canceled,Luxo
2,0.0,2,0,BB,0,A,73,2017,April,9,Groups,0,0,0,100.0,0,Canceled,Premium
2,0.0,2,1,BB,0,A,180,2017,April,9,Online TA,0,0,0,117.0,1,Canceled,Premium
3,0.0,2,1,BB,0,E,35,2017,April,9,Online TA,0,0,0,220.0,0,Canceled,Luxo
2,0.0,2,1,SC,0,A,79,2017,April,9,Online TA,0,0,0,99.0,0,Canceled,Premium
2,0.0,2,1,SC,0,A,122,2017,April,9,Online TA,0,0,0,99.0,1,Canceled,Premium
3,0.0,2,1,BB,0,D,202,2017,April,9,Online TA,0,0,0,166.0,0,Canceled,Luxo
2,0.0,2,1,HB,0,A,145,2017,April,9,Direct,0,0,0,188.0,2,Canceled,Luxo
